Country ,Country ISO3,Year,Indicator Name,Indicator Code,Value
Philippines,PHL,2000,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,94.45825958
Philippines,PHL,1994,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,95.81552124
Philippines,PHL,1990,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,96.2767334
Philippines,PHL,1980,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,91.06330872
Philippines,PHL,2019,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,96.85243225
Philippines,PHL,2015,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,98.24175262
Philippines,PHL,2013,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,96.78736115
Philippines,PHL,2008,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,95.82563019
Philippines,PHL,2003,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93.56452942
Philippines,PHL,2000,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,92.65490723
Philippines,PHL,1994,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,94.53865051
Philippines,PHL,1990,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93.18071747
Philippines,PHL,1980,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,82.76215363
Philippines,PHL,2019,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,95.70572662
Philippines,PHL,2015,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,98.12325287
Philippines,PHL,2013,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,96.00833893
Philippines,PHL,2008,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,95.01213074
Philippines,PHL,2003,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,91.63449097
Philippines,PHL,2000,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,92.54499817
Philippines,PHL,1994,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93.30285645
Philippines,PHL,1990,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93.97168732
Philippines,PHL,1980,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,83.88928986
Philippines,PHL,2021,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.976957738
Philippines,PHL,2020,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.976088405
Philippines,PHL,2019,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.970158875
Philippines,PHL,2018,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.962437928
Philippines,PHL,2017,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.964394212
Philippines,PHL,2016,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.966678143
Philippines,PHL,2015,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.970080018
Philippines,PHL,2014,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.979579985
Philippines,PHL,2009,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.988849998
Philippines,PHL,2008,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.990239978
Philippines,PHL,2007,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.987600029
Philippines,PHL,2006,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.987290025
Philippines,PHL,2005,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.989719987
Philippines,PHL,2004,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.986710012
Philippines,PHL,2003,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.988359988
Philippines,PHL,2002,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.992160022
Philippines,PHL,2001,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.001999974
Philippines,PHL,1999,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.002089977
Philippines,PHL,1998,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.995249987
Philippines,PHL,1997,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.001520038
Philippines,PHL,1996,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.982370019
Philippines,PHL,1995,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.994310021
Philippines,PHL,1994,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.024479985
Philippines,PHL,1993,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.998740017
Philippines,PHL,1992,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.997789979
Philippines,PHL,1991,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.993770003
Philippines,PHL,1990,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9824
Philippines,PHL,1989,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.013479948
Philippines,PHL,1988,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.013749957
Philippines,PHL,1987,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.983609974
Philippines,PHL,1986,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.000699997
Philippines,PHL,1985,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.999849975
Philippines,PHL,1984,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.996800005
Philippines,PHL,1983,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.994369984
Philippines,PHL,1982,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.996749997
Philippines,PHL,1981,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.990230024
Philippines,PHL,1976,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.069849968
Philippines,PHL,2021,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.026121378
Philippines,PHL,2020,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.023869872
Philippines,PHL,2019,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.025194764
Philippines,PHL,2018,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02580893
Philippines,PHL,2017,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.018489957
Philippines,PHL,2016,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.008820057
Philippines,PHL,2015,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.007279992
Philippines,PHL,2014,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.015310049
Philippines,PHL,2009,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.017799973
Philippines,PHL,2008,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.021319985
Philippines,PHL,2007,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.023470044
Philippines,PHL,2006,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.027840018
Philippines,PHL,2005,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.030189991
Philippines,PHL,2004,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.025660038
Philippines,PHL,2003,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02481997
Philippines,PHL,2002,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.026379943
Philippines,PHL,2001,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.030310035
Philippines,PHL,1999,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.028749943
Philippines,PHL,1998,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.024009943
Philippines,PHL,1990,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.997690022
Philippines,PHL,1989,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.008059978
Philippines,PHL,1988,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.008540034
Philippines,PHL,1987,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.998730004
Philippines,PHL,1986,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.013290048
Philippines,PHL,1985,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.019719958
Philippines,PHL,1984,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.017060041
Philippines,PHL,1983,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.021100044
Philippines,PHL,1982,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.022160053
Philippines,PHL,1981,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.038830042
Philippines,PHL,2021,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.077135086
Philippines,PHL,2020,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.075244308
Philippines,PHL,2019,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.085439324
Philippines,PHL,2018,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.100290775
Philippines,PHL,2017,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.105880022
Philippines,PHL,2016,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.092949986
Philippines,PHL,2015,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.08355999
Philippines,PHL,2014,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.090829968
Philippines,PHL,2009,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.081439972
Philippines,PHL,2008,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.090350032
Philippines,PHL,2007,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.102710009
Philippines,PHL,2006,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.117130041
Philippines,PHL,2005,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.119150043
Philippines,PHL,2004,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.111310005
Philippines,PHL,2003,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.107769966
Philippines,PHL,2002,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.106619954
Philippines,PHL,2001,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.101320028
Philippines,PHL,1999,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.098009944
Philippines,PHL,1998,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.098659992
Philippines,PHL,1990,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.038050056
Philippines,PHL,1989,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.993130028
Philippines,PHL,1988,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.993600011
Philippines,PHL,1987,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.039790034
Philippines,PHL,1986,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.04824996
Philippines,PHL,1985,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.073680043
Philippines,PHL,1984,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.073879957
Philippines,PHL,1983,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.098860025
Philippines,PHL,1982,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.099220037
Philippines,PHL,1981,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.193529963
Philippines,PHL,2021,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.267993331
Philippines,PHL,2020,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.225447774
Philippines,PHL,2019,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.236411572
Philippines,PHL,2018,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.239712
Philippines,PHL,2017,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.238550782
Philippines,PHL,2016,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.229673624
Philippines,PHL,2015,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.230048537
Philippines,PHL,2014,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.219053626
Philippines,PHL,2013,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.206468582
Philippines,PHL,2012,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.185518742
Philippines,PHL,2011,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.192263484
Philippines,PHL,2010,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.199880004
Philippines,PHL,2009,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.190089941
Philippines,PHL,2008,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.195070028
Philippines,PHL,2006,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.19746995
Philippines,PHL,2005,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.186879992
Philippines,PHL,2004,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.217450023
Philippines,PHL,2003,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.22025001
Philippines,PHL,2002,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.230069995
Philippines,PHL,2001,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.091400027
Philippines,PHL,1999,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.210260034
Philippines,PHL,1998,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.24574995
Philippines,PHL,1996,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.265190005
Philippines,PHL,1995,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.272349954
Philippines,PHL,1992,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.329480052
Philippines,PHL,1982,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.167850018
Philippines,PHL,1981,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.165580034
Philippines,PHL,1980,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.151550055
Philippines,PHL,1979,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.151389956
Philippines,PHL,1973,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.221879959
Philippines,PHL,1971,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.242840052
Philippines,PHL,2021,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,89.67438507
Philippines,PHL,2020,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,87.01824188
Philippines,PHL,2019,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,104.4462433
Philippines,PHL,2018,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,98.13240814
Philippines,PHL,2017,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,78.97383118
Philippines,PHL,2016,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,94.72612
Philippines,PHL,2015,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,99.76877594
Philippines,PHL,2014,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,104.6385269
Philippines,PHL,2013,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,102.5625992
Philippines,PHL,2012,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,98.80686951
Philippines,PHL,2009,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,54.37458038
Philippines,PHL,2008,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,46.5407486
Philippines,PHL,2007,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,44.53355026
Philippines,PHL,2006,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,42.15354919
Philippines,PHL,2005,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,37.98167038
Philippines,PHL,2004,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,37.38179016
Philippines,PHL,2003,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,36.61032867
Philippines,PHL,2002,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,31.9842701
Philippines,PHL,2001,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,29.65435028
Philippines,PHL,1999,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,30.45652962
Philippines,PHL,1998,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,29.64426041
Philippines,PHL,1997,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,29.3717308
Philippines,PHL,1996,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,29.74291992
Philippines,PHL,1995,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,30.0945797
Philippines,PHL,1994,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,25.75535965
Philippines,PHL,1993,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,23.9573307
Philippines,PHL,1992,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,22.38132095
Philippines,PHL,1991,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,23.70726013
Philippines,PHL,1989,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,13.30436039
Philippines,PHL,1987,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,13.21041965
Philippines,PHL,1986,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,12.94886971
Philippines,PHL,1984,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,12.42508984
Philippines,PHL,1983,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,11.03701973
Philippines,PHL,1982,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,11.29246044
Philippines,PHL,1972,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,4.688950062
Philippines,PHL,2021,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,90.7467804
Philippines,PHL,2020,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,90.81941986
Philippines,PHL,2019,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,105.7281113
Philippines,PHL,2018,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,101.4249039
Philippines,PHL,2017,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,82.34055328
Philippines,PHL,2016,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,95.59586334
Philippines,PHL,2015,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,100.3164673
Philippines,PHL,2014,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,104.1110687
Philippines,PHL,2013,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,101.3141327
Philippines,PHL,2012,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,96.89278412
Philippines,PHL,2009,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,52.66744995
Philippines,PHL,2008,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,45.01509857
Philippines,PHL,2007,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,43.11492157
Philippines,PHL,2006,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,41.10593033
Philippines,PHL,2005,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,36.66080093
Philippines,PHL,2004,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,35.91347122
Philippines,PHL,2003,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,35.22011948
Philippines,PHL,2002,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,30.45648956
Philippines,PHL,2001,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,28.28553963
Philippines,PHL,1999,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,28.79933929
Philippines,PHL,1998,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,28.08773041
Philippines,PHL,1997,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,28.00892067
Philippines,PHL,1996,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,28.2467308
Philippines,PHL,1995,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,28.28111076
